"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"2940-Odgođeni prihodi iz državnih i lokalnih potpora za...","294-Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i...","2940","294","1","","Liability","EUR"
"2941-Odgođeni prihodi za D. I. iz fondova EU","294-Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i...","2941","294","0","Payable","Liability","EUR"
"2942-Odgođeni prihodi iz potpora za zapošljavanje","294-Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i...","2942","294","0","Payable","Liability","EUR"
"2943-Odgođeno priznavanje prihoda za unaprijed naplaćene...","294-Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i...","2943","294","0","Payable","Liability","EUR"
"2944-Odgođeni prihodi ostalih potpora","294-Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i...","2944","294","0","Payable","Liability","EUR"
"295-Odgođeno priznavanje prihoda","29-ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","295","29","0","Payable","Liability","EUR"
"2950-Razgraničeni višak prihoda od prodaje i povratnog...","295-Odgođeno priznavanje prihoda","2950","295","1","","Liability","EUR"
"2951-Odgođeni prihodi od neiskorištenih popusta (MSFI 15, t....","295-Odgođeno priznavanje prihoda","2951","295","0","Payable","Liability","EUR"
"2952-Odgođeni prihod od prodaje na malo za produženo jamstvo","295-Odgođeno priznavanje prihoda","2952","295","0","Payable","Liability","EUR"
"296-Odgođeni prihod s osnove nefakturiranih isporuka dobara...","29-ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","296","29","0","Payable","Liability","EUR"
"297-Nerealizirani dobitci iz financijske imovine (HSFI 9 i...","29-ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","297","29","0","Payable","Liability","EUR"
"298-Odgođeni fakturirani prihod za koji nije nastala isporuka","29-ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","298","29","0","Payable","Liability","EUR"
"299-Ostala pasivna vremenska razgraničenja","29-ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","299","29","0","Payable","Liability","EUR"
"2990-Ostala pasivna vremenska razgraničenja troškova","299-Ostala pasivna vremenska razgraničenja","2990","299","1","","Liability","EUR"
"3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","Equity","3","","0","Equity","Equity","EUR"
"30-OBRAČUN TROŠKOVA KUPNJE ZALIHA","3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","30","3","1","","Equity","EUR"
"300-Kupovna cijena dobavljača","30-OBRAČUN TROŠKOVA KUPNJE ZALIHA","300","30","1","","Equity","EUR"
"3000-Fakturna cijena sirovina i materijala na putu","300-Kupovna cijena dobavljača","3000","300","1","","Equity","EUR"
"3001-Fakturna cijena sirovina i materijala","300-Kupovna cijena dobavljača","3001","300","0","Equity","Equity","EUR"
"3002-Fakturna cijena rezervnih dijelova","300-Kupovna cijena dobavljača","3002","300","0","Equity","Equity","EUR"
"3003-Fakturna cijena sitnog inventara, autoguma, rez....","300-Kupovna cijena dobavljača","3003","300","0","Equity","Equity","EUR"
"3005-Materijal i dijelovi u preuzimanju (nema dokumentacije)","300-Kupovna cijena dobavljača","3005","300","0","Equity","Equity","EUR"
"301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","30-OBRAČUN TROŠKOVA KUPNJE ZALIHA","301","30","0","Equity","Equity","EUR"
"3010-Troškovi transporta","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3010","301","1","","Equity","EUR"
"3011-Troškovi ukrcaja i iskrcaja (fakturirani)","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3011","301","0","Equity","Equity","EUR"
"3012-Transportno osiguranje i čuvanje","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3012","301","0","Equity","Equity","EUR"
"3013-Posebni troškovi pakiranja – ambalaže","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3013","301","0","Equity","Equity","EUR"
"3014-Troškovi vlastitog transporta","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3014","301","0","Equity","Equity","EUR"
"3015-Troškovi vlastitog ukrcaja i iskrcaja","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3015","301","0","Equity","Equity","EUR"
"3016-Troškovi špeditera","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3016","301","0","Equity","Equity","EUR"
"3017-Troškovi atesta i kontrole","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3017","301","0","Equity","Equity","EUR"
"3018-Troškovi dorade i oplemenjivanja za vrijeme dovođenja na...","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3018","301","0","Equity","Equity","EUR"
"3019-Ostali ovisni troškovi nabave","301-Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","3019","301","0","Equity","Equity","EUR"
"302-Carina i druge uvozne pristojbe","30-OBRAČUN TROŠKOVA KUPNJE ZALIHA","302","30","0","Equity","Equity","EUR"
"303-Posebni porezi (trošarine) koji se ne mogu odbiti","30-OBRAČUN TROŠKOVA KUPNJE ZALIHA","303","30","0","Equity","Equity","EUR"
"309-Obračun troškova kupnje","30-OBRAČUN TROŠKOVA KUPNJE ZALIHA","309","30","0","Equity","Equity","EUR"
"3090-Obračun nabave sirovina i materijala, dijelova i sitnog...","309-Obračun troškova kupnje","3090","309","1","","Equity","EUR"
"3091-Obračun nabave sirovina i materijala i dijelova koji...","309-Obračun troškova kupnje","3091","309","0","Equity","Equity","EUR"
"31-SIROVINE I MATERIJAL NA ZALIHI","3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","31","3","0","Equity","Equity","EUR"
"310-Sirovine i materijal u skladištu","31-SIROVINE I MATERIJAL NA ZALIHI","310","31","1","","Equity","EUR"
"3100-Zalihe sirovina i materijala","310-Sirovine i materijal u skladištu","3100","310","1","","Equity","EUR"
"3101-Zalihe goriva i maziva","310-Sirovine i materijal u skladištu","3101","310","0","Equity","Equity","EUR"
"3102-Poluproizvodi za ugradnju ili proizvodnju","310-Sirovine i materijal u skladištu","3102","310","0","Equity","Equity","EUR"
"3103-Uredski materijal i pribor","310-Sirovine i materijal u skladištu","3103","310","0","Equity","Equity","EUR"
"3104-Zalihe materijala s temelja povezane proizvodnje","310-Sirovine i materijal u skladištu","3104","310","0","Equity","Equity","EUR"
"3105-Zalihe ambalažnog materijala","310-Sirovine i materijal u skladištu","3105","310","0","Equity","Equity","EUR"
"3106-Zalihe materijala kod kooperanata","310-Sirovine i materijal u skladištu","3106","310","0","Equity","Equity","EUR"
"3107-Materijal na zalihi u javnom ili drugom skladištu","310-Sirovine i materijal u skladištu","3107","310","0","Equity","Equity","EUR"
"3108-Zalihe pića, hrane i dr. u ugostiteljstvu i hotelijerstvu","310-Sirovine i materijal u skladištu","3108","310","0","Equity","Equity","EUR"
"3109-Zalihe otpadnog i rashodovanog materijala","310-Sirovine i materijal u skladištu","3109","310","0","Equity","Equity","EUR"
"311-Materijal u doradi, obradi i manipulaciji","31-SIROVINE I MATERIJAL NA ZALIHI","311","31","0","Equity","Equity","EUR"
"3110-Materijal u doradi, obradi i oplemenjivanju","311-Materijal u doradi, obradi i manipulaciji","3110","311","1","","Equity","EUR"
"3111-Materijal u manipulaciji i na putu","311-Materijal u doradi, obradi i manipulaciji","3111","311","0","Equity","Equity","EUR"
"3112-Troškovi dorade, obrade i oplemenjivanja","311-Materijal u doradi, obradi i manipulaciji","3112","311","0","Equity","Equity","EUR"
"312-Materijal na doradi kod ortaka","31-SIROVINE I MATERIJAL NA ZALIHI","312","31","0","Equity","Equity","EUR"
"313-Zalihe materijala za poljoprivredu","31-SIROVINE I MATERIJAL NA ZALIHI","313","31","0","Equity","Equity","EUR"
"3130-Zalihe sjemena i sadnog materijala","313-Zalihe materijala za poljoprivredu","3130","313","1","","Equity","EUR"
"3131-Zalihe komponenti za proizvodnju","313-Zalihe materijala za poljoprivredu","3131","313","0","Equity","Equity","EUR"
"318-Odstupanje od cijene zaliha","31-SIROVINE I MATERIJAL NA ZALIHI","318","31","0","Equity","Equity","EUR"
"319-Vrijednosno usklađenje zaliha sirovina i materijala","31-SIROVINE I MATERIJAL NA ZALIHI","319","31","0","Equity","Equity","EUR"
"32-ZALIHE REZERVNIH DIJELOVA","3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","32","3","0","Equity","Equity","EUR"
"320-Rezervni dijelovi na zalihi","32-ZALIHE REZERVNIH DIJELOVA","320","32","1","","Equity","EUR"
"3200-Rezervni dijelovi za servisne usluge","320-Rezervni dijelovi na zalihi","3200","320","1","","Equity","EUR"
"3201-Dijelovi i sklopovi za ugradnju (u proizvode)","320-Rezervni dijelovi na zalihi","3201","320","0","Equity","Equity","EUR"
"3202-Rezervni dijelovi za tekuće i investicijsko održavanje","320-Rezervni dijelovi na zalihi","3202","320","0","Equity","Equity","EUR"
"3203-Zalihe polovnih rezervnih dijelova","320-Rezervni dijelovi na zalihi","3203","320","0","Equity","Equity","EUR"
"3204-Zalihe otpadaka rezervnih dijelova","320-Rezervni dijelovi na zalihi","3204","320","0","Equity","Equity","EUR"
"328-Odstupanje od cijene rez. dijelova na zalihi","32-ZALIHE REZERVNIH DIJELOVA","328","32","0","Equity","Equity","EUR"
"329-Vrijednosno usklađenje zaliha rezervnih dijelova","32-ZALIHE REZERVNIH DIJELOVA","329","32","0","Equity","Equity","EUR"
"35-ZALIHE SITNOG INVENTARA I AUTOGUMA","3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","35","3","0","Equity","Equity","EUR"
"350-Sitan inventar na zalihi","35-ZALIHE SITNOG INVENTARA I AUTOGUMA","350","35","1","","Equity","EUR"
"3500-Sitan inventar na zalihi (analitika prema vrstama:...","350-Sitan inventar na zalihi","3500","350","1","","Equity","EUR"
"351-Ambalaža na zalihi (samo vlastita i višekratna,...","35-ZALIHE SITNOG INVENTARA I AUTOGUMA","351","35","0","Equity","Equity","EUR"
"352-Autogume na zalihi","35-ZALIHE SITNOG INVENTARA I AUTOGUMA","352","35","0","Equity","Equity","EUR"
"358-Odstupanje od cijene","35-ZALIHE SITNOG INVENTARA I AUTOGUMA","358","35","0","Equity","Equity","EUR"
"359-Vrijednosno usklađenje zaliha","35-ZALIHE SITNOG INVENTARA I AUTOGUMA","359","35","0","Equity","Equity","EUR"
"36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","36","3","0","Equity","Equity","EUR"
"360-Sitan inventar u uporabi","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","360","36","1","","Equity","EUR"
"361-Ambalaža u uporabi","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","361","36","0","Equity","Equity","EUR"
"362-Autogume u uporabi","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","362","36","0","Equity","Equity","EUR"
"363-Otpis sitnog inventara","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","363","36","0","Equity","Equity","EUR"
"364-Otpis ambalaže","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","364","36","0","Equity","Equity","EUR"
"365-Otpis autoguma","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","365","36","0","Equity","Equity","EUR"
"369-Vrijednosno usklađenje sitnog inventara, ambalaže i autoguma","36-ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","369","36","0","Equity","Equity","EUR"
"37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","3-ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I...","37","3","0","Equity","Equity","EUR"
"370-Predujmovi dobavljačima materijala","37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","370","37","1","","Equity","EUR"
"371-Predujmovi dobavljačima rezervnih dijelova","37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","371","37","0","Equity","Equity","EUR"
"372-Predujmovi dobavljačima sitnog inventara","37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","372","37","0","Equity","Equity","EUR"
"373-Predujmovi dani uvozniku za nabavu sirovina i...","37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","373","37","0","Equity","Equity","EUR"
"374-Predujmovi inozemnim dobavljačima","37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","374","37","0","Equity","Equity","EUR"
"379-Vrijednosno usklađenje danih predujmova","37-PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH...","379","37","0","Equity","Equity","EUR"
"4-TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","Expenses","4","","0","Expense Account","Expense","EUR"
"40-MATERIJALNI TROŠKOVI","4-TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","40","4","1","","Expense","EUR"
"400-Troškovi sirovina i materijala (za proizvodnju dobara i...","40-MATERIJALNI TROŠKOVI","400","40","1","","Expense","EUR"
"4000-Osnovni materijali i sirovine","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4000","400","1","","Expense","EUR"
"4001-Dijelovi i sklopovi","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4001","400","0","Expense Account","Expense","EUR"
"4002-Poluproizvodi za ugradnju","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4002","400","0","Expense Account","Expense","EUR"
"4003-Pomoćni materijali (mazivo, ljepila, svrdla, pile,...","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4003","400","0","Expense Account","Expense","EUR"
"4004-Potrošni materijal za čišćenje i održavanje","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4004","400","0","Expense Account","Expense","EUR"
"4005-Materijal za HTZ zaštitu, radna i zaštitna odjeća i obuća","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4005","400","0","Expense Account","Expense","EUR"
"4006-Materijal pogonske administracije i menadžmenta (uredski...","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4006","400","0","Expense Account","Expense","EUR"
"4007-Troškovi oblikovanja proizvoda za posebne kupce","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4007","400","0","Expense Account","Expense","EUR"
"4008-Materijali u pomoćnoj djelatnosti (za restoran i dr.)","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4008","400","0","Expense Account","Expense","EUR"
"4009-Ostali izravni i opći troškovi pogona – uslužne jedinice...","400-Troškovi sirovina i materijala (za proizvodnju dobara i...","4009","400","0","Expense Account","Expense","EUR"
"401-Materijalni troškovi administracije, uprave i prodaje","40-MATERIJALNI TROŠKOVI","401","40","0","Expense Account","Expense","EUR"
"4010-Uredski materijal (papir, registratori, olovke,...","401-Materijalni troškovi administracije, uprave i prodaje","4010","401","1","","Expense","EUR"
"4011-Materijal i sredstva za čišćenje i održavanje","401-Materijalni troškovi administracije, uprave i prodaje","4011","401","0","Expense Account","Expense","EUR"
"4012-Troškovi otpisa uredskog sitnog inventara","401-Materijalni troškovi administracije, uprave i prodaje","4012","401","0","Expense Account","Expense","EUR"
"4013-Ambalažni materijal, vrpce za blagajne, blokovi papira,...","401-Materijalni troškovi administracije, uprave i prodaje","4013","401","0","Expense Account","Expense","EUR"
"4014-Voda (izvorska) za piće u uredima","401-Materijalni troškovi administracije, uprave i prodaje","4014","401","0","Expense Account","Expense","EUR"
"4015-Ostali napitci (sokovi, kava, čaj) za potrebe...","401-Materijalni troškovi administracije, uprave i prodaje","4015","401","0","Expense Account","Expense","EUR"
"4016-Uniformirana radna odjeća i obuća","401-Materijalni troškovi administracije, uprave i prodaje","4016","401","0","Expense Account","Expense","EUR"
"4017-Troškovi ukrasnog bilja i ukrasa (za blagdane)","401-Materijalni troškovi administracije, uprave i prodaje","4017","401","0","Expense Account","Expense","EUR"
"4018-Ostali materijalni troškovi ureda i trgovine","401-Materijalni troškovi administracije, uprave i prodaje","4018","401","0","Expense Account","Expense","EUR"
"402-Materijalni troškovi istraživanja, razvoja i uzoraka","40-MATERIJALNI TROŠKOVI","402","40","0","Expense Account","Expense","EUR"
"4020-Troškovi projekta za temeljna istraživanja proizvoda","402-Materijalni troškovi istraživanja, razvoja i uzoraka","4020","402","1","","Expense","EUR"
"4021-Troškovi razvoja prototipova","402-Materijalni troškovi istraživanja, razvoja i uzoraka","4021","402","0","Expense Account","Expense","EUR"
"4022-Troškovi ostalih aktivnosti razvoja","402-Materijalni troškovi istraživanja, razvoja i uzoraka","4022","402","0","Expense Account","Expense","EUR"
"4023-Troškovi uzoraka","402-Materijalni troškovi istraživanja, razvoja i uzoraka","4023","402","0","Expense Account","Expense","EUR"
"403-Troškovi ambalaže","40-MATERIJALNI TROŠKOVI","403","40","0","Expense Account","Expense","EUR"
"4030-Troškovi neodvojive ambalaže u proizvodnji (boce,...","403-Troškovi ambalaže","4030","403","1","","Expense","EUR"
"4031-Troškovi paleta, gajbi i sl.","403-Troškovi ambalaže","4031","403","0","Expense Account","Expense","EUR"
"404-Trošak sitnog inventara, ambalaže i autoguma","40-MATERIJALNI TROŠKOVI","404","40","0","Expense Account","Expense","EUR"
"4040-Troškovi uredskog sitnog inventara","404-Trošak sitnog inventara, ambalaže i autoguma","4040","404","1","","Expense","EUR"
"4041-Troškovi radioničkog sitnog inventara","404-Trošak sitnog inventara, ambalaže i autoguma","4041","404","0","Expense Account","Expense","EUR"
"4042-Troškovi ambalaže (povratne, posebne) – otpis","404-Trošak sitnog inventara, ambalaže i autoguma","4042","404","0","Expense Account","Expense","EUR"
"4043-Troškovi autoguma (za kamione, autobuse, teretna vozila...","404-Trošak sitnog inventara, ambalaže i autoguma","4043","404","0","Expense Account","Expense","EUR"
"4044-Troškovi autoguma (neto + PDV – 50%) za slučaj plaće u...","404-Trošak sitnog inventara, ambalaže i autoguma","4044","404","0","Expense Account","Expense","EUR"
"4045-50% troška autoguma za osobne automobile i dr. sredstva...","404-Trošak sitnog inventara, ambalaže i autoguma","4045","404","0","Expense Account","Expense","EUR"
"4046-50% troška autoguma za osobne automobile i dr. sred. za...","404-Trošak sitnog inventara, ambalaže i autoguma","4046","404","0","Expense Account","Expense","EUR"
"405-Rezervni dijelovi i materijal za održavanje","40-MATERIJALNI TROŠKOVI","405","40","0","Expense Account","Expense","EUR"
"4050-Potrošeni rezervni dijelovi za popravak vlastite opreme","405-Rezervni dijelovi i materijal za održavanje","4050","405","1","","Expense","EUR"
"4051-Materijal za održavanje opreme i objekata","405-Rezervni dijelovi i materijal za održavanje","4051","405","0","Expense Account","Expense","EUR"
"4052-Trošak rez. dijelova za slučaj plaće u naravi","405-Rezervni dijelovi i materijal za održavanje","4052","405","0","Expense Account","Expense","EUR"
"4055-50% troškova rezervnih dijelova i materijala za popravak...","405-Rezervni dijelovi i materijal za održavanje","4055","405","0","Expense Account","Expense","EUR"
"4056-50% troška rezervnih dijelova i materijala za održavanje...","405-Rezervni dijelovi i materijal za održavanje","4056","405","0","Expense Account","Expense","EUR"
"4057-Troškovi zamjene u jamstvenom roku","405-Rezervni dijelovi i materijal za održavanje","4057","405","0","Expense Account","Expense","EUR"
"4058-Potrošeni vlastiti proizvodi i roba za održavanje","405-Rezervni dijelovi i materijal za održavanje","4058","405","0","Expense Account","Expense","EUR"
"4059-Ostali troškovi rezervnih dijelova","405-Rezervni dijelovi i materijal za održavanje","4059","405","0","Expense Account","Expense","EUR"
"406-Potrošena energija u proizvodnji dobara i usluga","40-MATERIJALNI TROŠKOVI","406","40","0","Expense Account","Expense","EUR"
"4060-Električna energija","406-Potrošena energija u proizvodnji dobara i usluga","4060","406","1","","Expense","EUR"
"4061-Plin","406-Potrošena energija u proizvodnji dobara i usluga","4061","406","0","Expense Account","Expense","EUR"
"4062-Mazut i ulje za loženje","406-Potrošena energija u proizvodnji dobara i usluga","4062","406","0","Expense Account","Expense","EUR"
"4063-Dizelsko gorivo, benzin i motorno ulje (za stroj. i sl.)","406-Potrošena energija u proizvodnji dobara i usluga","4063","406","0","Expense Account","Expense","EUR"
"4064-Trošak goriva za teretna vozila (kamione, autobuse,...","406-Potrošena energija u proizvodnji dobara i usluga","4064","406","0","Expense Account","Expense","EUR"
"4065-Troškovi grijanja (drva, briketi, para)","406-Potrošena energija u proizvodnji dobara i usluga","4065","406","0","Expense Account","Expense","EUR"
"4068-Trošak CO2 (ekološki porez)","406-Potrošena energija u proizvodnji dobara i usluga","4068","406","0","Expense Account","Expense","EUR"
"4069-Ostali troškovi energije u proizvodnji","406-Potrošena energija u proizvodnji dobara i usluga","4069","406","0","Expense Account","Expense","EUR"
"407-Potrošena energija u administraciji, upravi i prodaji","40-MATERIJALNI TROŠKOVI","407","40","0","Expense Account","Expense","EUR"
"4070-Trošak električne energije","407-Potrošena energija u administraciji, upravi i prodaji","4070","407","1","","Expense","EUR"
"4071-Plin","407-Potrošena energija u administraciji, upravi i prodaji","4071","407","0","Expense Account","Expense","EUR"
"4074-Gorivo za osob. automobile za slučaj plaće s 50% PDV-a","407-Potrošena energija u administraciji, upravi i prodaji","4074","407","0","Expense Account","Expense","EUR"
"4075-50% troškova diesela i benzina za pogon automobila,...","407-Potrošena energija u administraciji, upravi i prodaji","4075","407","0","Expense Account","Expense","EUR"
"4076-50% goriva za osobni prijevoz s 50% PDV-a","407-Potrošena energija u administraciji, upravi i prodaji","4076","407","0","Expense Account","Expense","EUR"
"4077-Trošak goriva za teretna vozila, strojeve i brodove","407-Potrošena energija u administraciji, upravi i prodaji","4077","407","0","Expense Account","Expense","EUR"
"4078-Troškovi energije za pogon el. automobila","407-Potrošena energija u administraciji, upravi i prodaji","4078","407","0","Expense Account","Expense","EUR"
"4079-Ostali troškovi energije (grijanje, drva, briketi)","407-Potrošena energija u administraciji, upravi i prodaji","4079","407","0","Expense Account","Expense","EUR"
"408-Troškovi zemljišta za izgradnju","40-MATERIJALNI TROŠKOVI","408","40","0","Expense Account","Expense","EUR"
"4080-Trošak zemljišta za tržišnu izgradnju","408-Troškovi zemljišta za izgradnju","4080","408","1","","Expense","EUR"
"4081-Trošak p.n.n. za zemljište za tržišnu izgradnju","408-Troškovi zemljišta za izgradnju","4081","408","0","Expense Account","Expense","EUR"
"4082-Trošak građ. dozvole i komunaln. naknade objekta za tržište","408-Troškovi zemljišta za izgradnju","4082","408","0","Expense Account","Expense","EUR"
"409-Odstupanja od standardnog troška","40-MATERIJALNI TROŠKOVI","409","40","0","Expense Account","Expense","EUR"
"41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","4-TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","41","4","0","Expense Account","Expense","EUR"
"410-Troškovi prijevoza, telekoma i sl.","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","410","41","1","","Expense","EUR"
"4100-Troškovi telefona, interneta i sl.","410-Troškovi prijevoza, telekoma i sl.","4100","410","1","","Expense","EUR"
"4101-Poštanski troškovi","410-Troškovi prijevoza, telekoma i sl.","4101","410","0","Expense Account","Expense","EUR"
"4102-Prijevozne usluge u cestovnom prometu","410-Troškovi prijevoza, telekoma i sl.","4102","410","0","Expense Account","Expense","EUR"
"4103-Prijevozne usluge željeznicom","410-Troškovi prijevoza, telekoma i sl.","4103","410","0","Expense Account","Expense","EUR"
"4104-Prijevozne usluge brodara i trajekta","410-Troškovi prijevoza, telekoma i sl.","4104","410","0","Expense Account","Expense","EUR"
"4105-Prijevozne usluge zrakoplova","410-Troškovi prijevoza, telekoma i sl.","4105","410","0","Expense Account","Expense","EUR"
"4106-Troškovi specijalnih prijevoza","410-Troškovi prijevoza, telekoma i sl.","4106","410","0","Expense Account","Expense","EUR"
"4107-Usluge taksi – prijevoza","410-Troškovi prijevoza, telekoma i sl.","4107","410","0","Expense Account","Expense","EUR"
"4108-Usluge dostave i logistike","410-Troškovi prijevoza, telekoma i sl.","4108","410","0","Expense Account","Expense","EUR"
"4109-Ostale usluge prijevoza","410-Troškovi prijevoza, telekoma i sl.","4109","410","0","Expense Account","Expense","EUR"
"41090-Troškovi vinjete, ENC-a, autoceste i sl.","4109-Ostale usluge prijevoza","41090","4109","1","","Expense","EUR"
"41091-Usluga prijevoza radnika na posao i s posla","4109-Ostale usluge prijevoza","41091","4109","0","Expense Account","Expense","EUR"
"411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","411","41","0","Expense Account","Expense","EUR"
"4110-Usluge dorade (oplemenjivanja), izrade, prerade i sl. u...","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4110","411","1","","Expense","EUR"
"4111-Usluge kooperanata na zajedničkim uslugama prema trećima","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4111","411","0","Expense Account","Expense","EUR"
"4112-Usluge studentskog i omladinskog servisa i na izradi...","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4112","411","0","Expense Account","Expense","EUR"
"4113-Usluge pripreme teksta za tisak, za web. i sl.","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4113","411","0","Expense Account","Expense","EUR"
"4114-Grafičke usluge tiska i uveza","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4114","411","0","Expense Account","Expense","EUR"
"4115-Usluge hotela i smještaja radnika na terenu","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4115","411","0","Expense Account","Expense","EUR"
"4116-Usluge za iznajmljeni kapacitet","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4116","411","0","Expense Account","Expense","EUR"
"4117-Usluge rada vanjskog osoblja","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4117","411","0","Expense Account","Expense","EUR"
"4118-Usluge izrade ili popravka po ugovoru o djelu","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4118","411","0","Expense Account","Expense","EUR"
"4119-Ostale vanjske usluge na izradi dobara i proizvodnih usluga","411-Troškovi vanjskih usluga pri izradi dobara i obavljanju...","4119","411","0","Expense Account","Expense","EUR"
"41190-Usluge cateringa, muzike i sl. radi pružanja usluge drugima","4119-Ostale vanjske usluge na izradi dobara i proizvodnih usluga","41190","4119","1","","Expense","EUR"
"412-Usluge održavanja i zaštite (servisne usluge)","41-OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","412","41","0","Expense Account","Expense","EUR"
"4120-Nabavljene usluge tekućeg održavanja (bez vlastitog...","412-Usluge održavanja i zaštite (servisne usluge)","4120","412","1","","Expense","EUR"
"4121-Nabavljene usluge za investicijsko održavanje i popravke...","412-Usluge održavanja i zaštite (servisne usluge)","4121","412","0","Expense Account","Expense","EUR"
"4122-Usluge održavanja teretnih vozila","412-Usluge održavanja i zaštite (servisne usluge)","4122","412","0","Expense Account","Expense","EUR"
"4123-Usluge održavanja softvera i web stranica","412-Usluge održavanja i zaštite (servisne usluge)","4123","412","0","Expense Account","Expense","EUR"
"4124-Usluge popravka prodanih a neispravnih dobara u...","412-Usluge održavanja i zaštite (servisne usluge)","4124","412","0","Expense Account","Expense","EUR"
"4125-Usluge održavanja osobnih automobila","412-Usluge održavanja i zaštite (servisne usluge)","4125","412","0","Expense Account","Expense","EUR"
